"لِكُلِّ إِنْسانٍ الحَقُّ في الوُجودِ والحُرِّيَّةِ والأمْنِ، والحَقُّ في حُرِّيَّةِ الرَّأْيِ والتَّعْبيرِ بِدونِ تَمْيِيزٍ بِسَبَبِ العُنْصُرِ أَوِ اللَّوْنِ أَوِ الجِنْسِ أَوِ الثَّقافَةِ أَوِ الدِّينِ أَوِ الرَّأْيِ","A2 N N N A2 N A4 N A4 N . A4 N A2 N N A4 N A2 N N A2 N N A4 N A4 N A4 N A4 N A4 N"
"طَائِرٌ مِنْ فَصيلَةِالوَزِّيَّاتِ، مِنْ رُتْبةِ الكَفِّيَّاتِ، لَهُ مِنْقارٌ عَريضٌ مُلَوَّنٌ، قَصيرُ العُنُقِ والرِّجْلَيْنِ، طَويلُ الأجْنِحَةِ، يَخْتَلِفُ عَنِ الإِوَزِّ، وَإِنْ كانَ يُشْبِهُهُ وَهُوَ طائِرٌ مائِيٌّ لَهُ قُدْرَةٌ على الطَّيَران","N A2 N . A2 N N . A2 N N J1 J1 . J1 N A3 N . J1 N . V1 A2 N . A4 A5 V1 V1 N A4 N N N N A2 N N A2 N"
"يَبْلُغُ عَدَدُ حُروفِ هِجاءِ اللُّغَةِ العَرَبِيَّةِ ثَمانِيَةً وَعِشْرينَ حَرْفاً هي: ا ب ت ث ج ح خ د ذ ر ز س ش ص ض ط ظ ع غ ف ق ك ل م ن هـ و ي. وَهُوَ ما يُسَمَّى بِحُروفِ الْمَبانِ","V1 N N N N J1 N A4 N N N . N N N N N N N N N N N N N N N N N N N N N N A2 N N N A4 N . A4 N N V1 A2 N N"
"اِنْقَشَعَ السّحابُ» لا مَحَلَّ لها مِنَ الإِعْرابِ لأَنَّها جُمْلَةٌ اِبْتِدائِيَّةٌ، والجُمَلُ التي لها مَحَلٌّ مِنَ الإِعْرابِ، هي التي تَحَلُّ مَحَلَّ مُفْرَدٍ، أي ما لَيْس جُمْلَةً ولا شِبْهَ جُمْلَة","V1 N . A3 N A2 N A2 N A2 A5 N N N N . A4 N N A2 N N A2 N . N N V1 N N . N N V1 N A4 A3 N N"
"جَمَاعَةٌ مِنَ النَّاسِ تَجْمَعُهُمْ رَوَابِطُ تَارِيخِيَّةٌ مُشْتَرَكَةٌ، قَدْ يَكُونُ فِيهَا مَا هُوَ لُغَوِيٌّ أوْ دِينِيٌّ أوِ اقْتِصَادِيٌّ وَلَهُمْ أهْدَافٌ مُشْتَرَكَةٌ فِي العَقِيدَةِ أَوِ السِّيَاسَةِ أَوِ الاقْتِصَاد","N A2 N V1 N N J1 J1 . A1 V1 A2 N N N J1 A4 J1 A4 J1 A4 A2 N N J1 A2 N A4 N A4 N"
"لِكُلِّ إنْسَانٍ حَقُّ التَّمَتُّعِ بِكَافَّةِ الحُقُوقِ وَالحُرِّيَّاتِ دُونَ أيِّ تَمْيِيزٍ، كَالتَّمْيِيزِ بَيْنَ العُنْصُرِ أَوِ اللوْنِ أو الجِنْسِ أَوِ الدِّينِ أوِ الرَّأيِ السِّيَاسِيِّ أَوْ أَيِّ رَأيٍ آخَرَ","A2 N N N N A2 N N N A4 N N N N . A2 N N N A4 N A4 N A4 N A4 N J1 A4 N N J1"
"حَيَوَانٌ مِنْ فَصِيلَةِ الكَلْبِيَّاتِ مِنْ رُتْبَةِ الضَّوَارِي، لَهُ خَطْمٌ قَصِيرٌ وَذَنَبٌ طَوِيلٌ، يَتَسَاقَطُ شَعْرُهُ مَرَّةً فِي كُلِّ سَنَةٍ، يُعْرَفُ فِي الحِكَايَاتِ وَالقِصَصِ بِخِدَاعِهِ وتَحَايُلِه","N A2 N N N A2 N N . A2 N N J1 A5 N J1 . V1 N N N A2 N N . V1 A2 N A3 N A2 N N A5 N N"
"مَرَضٌ عَصَبِيٌّ». وَمِنْهَا مَا هُوَ اجْتِمَاعِيٌّ، أَيْ مَا يُخْرِجُ الكَائِنَ الْحَيَّ عَنْ حَدِّ الاعْتِدَالِ مِنْ نِفَاقٍ أَوْ تَقْصِيرٍ فِي الأَمْرِ . فِي قُلُوبِهِمْ مَرَضٌ فَزَادَهُمُ اللَّهُ مَرَضا","N N N . . A4 A2 N N N J1 . N N V1 N N A2 N N A2 V1 A4 N A2 N . A2 N N N A4 V1 N N N"
"مَقَامُ النَّغَمِ». هُوَ مَجْمُوعَةٌ سُلَّمِيَّةٌ مِنَ النَّغَمَاتِ الْمُتَتَابِعَةِ تُقَدَّرُ بِسَبْعِ نَغَمَاتٍ، وكُلُّ مَقَامٍ مُوسِيقِيٍّ لَهُ أَبْعَادٌ تَخْتَلِفُ عَنْ بَقِيَّةِ الْمَقَامَاتِ الأُخْرَ","N N . . N N J1 A2 N N V1 A2 N N . A4 N N J1 A2 N N V1 A2 N N J1"
"وأَحْسَنُ مَا تُوصَفُ بِهِ الكَرَامَةُ عَلَى مَذْهَبِهَا أَنَّهَا كِسْوَةٌ اجْتِمَاعِيَّةٌ ولاَ يَخْلَعُهَا الْمَرْءُ فِي الْمَجَالِسِ ولاَ يَلْبَسُهَا مُمَزَّقَةً أَوْ مُرَقَّعَةً أو مَوْصُومَةً","A5 V1 N V1 A2 N N A2 N N A5 N V1 N J1 A4 A3 V1 N N A2 N A4 A3 V1 N N A4 N A4 N"
"وَصَفَ لَهُ جَمِيعَ مَا وَرَدَ فِي الشَّرِيعَةِ مِنْ وَصْفِ العَالَمِ الإِلَهِيِّ، وَالْجَنَّةِ وَالنَّارِ وَالبَعْثِ وَالنُّشُورِ وَالْحَشْرِ وَالْحِسَابِ وَالْمِيزَانِ وَالصِّرَاطِ","V1 A2 N N N A4 V1 A2 N A2 V1 N J1 . A3 N A3 N A4 N A3 N A3 N A3 N A3 N A3 N"
"الْجُمْهورِيَّةُ العِراقِيَّةُ» عَاصِمَتُهَا بَغْدَاد. يَقَعُ العِراقُ فِي غَرْبِ آسِيَا بَيْنَ سُورِيَةَ وَالسُّعُودِيَّةِ وَالْكُوَيتِ وَإيرانَ وَتُرْكِيَا وَالأُرْدُن","N J1 . N N N . V1 N A2 N N N N A4 N A4 N A4 N A4 N A4 N"
"تُطْلَقُ كَلِمَةُ الحايِكِ عَلى لِباسِ الْمَرْأَةِ بِالْمَغْرِبِ وَهُوَ مُكَوَّنٌ مِنْ قِطْعَةِ ثَوْبٍ تَرْتَديهِ الْمَرْأَةُ، يَسْتُرُ رَأْسَها وَوَجْهَها وَكامِلَ جَسَدِه","V1 N N A2 N N A2 N A4 N N A2 N N V1 N N . V1 N N A5 N N A4 N N N"
"تُؤَكِّدُ الأُمَمُ الْمُتَّحِدَةُ رَسْمِيّاً القَضَاءَ السَّرِيعَ عَلَى التَّمْيِيزِ العُنْصُرِيِّ فِي جَمِيعِ أَنْحَاءِ العَالَمِ بِكَافَّةِ أَشْكَالِهِ وَمَظَاهِرِهِ","V1 N J1 J1 N J1 A2 N J1 A2 N N N A2 N N N N A5 N N"
"حَضَرَ اللاَّعِبُونَ لَيْسَ الْحَكَمَ» فَالْمُسْتَثْنَى بَعْدَهَا يَجِبُ نَصْبُهُ لِأَنَّهُ خَبَرُهَا، وَاسْمُهَا ضَمِيرٌ مُسْتَتِرٌ يَعُودُ عَلَى الْمُسْتَثْنَى مِنْه","V1 N V1 N . A4 N N N V1 V1 N A2 A5 N N N . A5 N N N N V1 A2 N A2 N"
"والحُروفُ قِسْمانِ: حُروفٌ عامِلَةٌ: وَهِيَ ما أَحْدَثَتْ إِعْراباً وَتَغْيِيراً في غَيْرِها مِنَ الكَلِماتِ بِحُروفِ الجَرِّ والنَّصْبِ والجَزْم","A3 N N . N J1 . A4 N N V1 N A5 N A2 N N A2 N A2 N N A3 N A3 N"
"الْمُحَافَظَةُ تَقْسِيمٌ إِدَارِيٌّ فِي بَعْضِ البُلْدَانِ العَرَبِيَّةِ، الوِلاَيَةُ، الإِقْلِيمُ، يَتَوَلَّى إِدَارَتَهَا الْمُحَافِظُ، أَيِ الوَالِ","N N J1 A2 A2 N N J1 . N . N . V1 N N N . N N"
"الْمَحْسُوبِيَّةُ مِنْ عَنَاصِرِ الفَسَادِ تَجْعَلُ الْحَسَبَ وَالنَّسَبَ فِي الْمَقَامِ الأَوَّلِ وَنَيْلَ الْحُظْوَةِ وَالتَّرْقِيَةِ بَدَلاً مِنَ العَمَلِ","N A2 N N V1 N A4 N A2 N J1 A4 N N A3 N N A2 N"
